honorario_id,cliente_id,numero_processo,valor_total_contratado,n_parcelas,parcelas_pagas,valor_pago,valor_em_aberto,data_contrato,data_vencimento,forma_pagamento,honorario_exito,percentual_exito,status_pagamento
2901,111,6528202-89.2025.3.17.9496,57785.25,6,0,0,57785.28,2021-09-22,8 de julho de 2024,Boleto,N,20,ATRASADO
2902,192,1093623-59.2025.7.92.5441,"R$ 69.268,43",2,0,"R$ 0,00","R$ 69.268,42",2020-06-26,06/11/25,transferência,N,,quitado
2903,244,8125196-18.2023.1.53.1215,75421.55,3,2,50281.04,25140.52,28/07/20,13/05/25,TED,S,0.25,ATRASADO
2904,997,2575202-50.2023.1.54.9627,6332.78,12,7,"R$ 3.694,11","R$ 3.102,28",21/10/2024,31 de janeiro de 2026,boleto,,,ATRASADO
2905,1258,5947618-28.2023.6.53.6118,69649.54,4,4,69649.52,0,13/06/2023,04/01/26,pix,S,20%,em dia
2906,999,2519059-58.2022.7.86.4385,9518.50,11,2,"R$ 1.730,64",7787.88,2024-10-02,28/10/2024,Boleto,não,,ATRASADO
2907,304,7999133-20.2023.7.26.1121,"72705,1",1,1,72705.10,0.00,15/05/23,2026-03-01,Boleto,N,20,atrasado
2908,762,5966644-82.2023.4.88.9951,56735.43,12,5,23639.75,33095.65,25/08/23,2026-10-08,pix,S,15%,quitado
2909,137,4681694-71.2021.9.28.7350,"R$ 32.058,31",4,3,"24043,739999999998",8014.58,2026-02-15,16/10/2024,Boleto,não,,Em Dia
2910,1463,2490107-19.2023.9.10.7930,24982.82,7,3,10706.91,"14275,88",21/04/22,19/03/25,Boleto,Sim,0.28,quitado
2911,1496,7486029-45.2024.4.25.3159,"R$ 25.667,19",8,3,9625.20,16042.00,20/09/2024,2024-07-12,pix,N,15%,quitado
2912,1465,9498791-62.2022.6.73.9564,4595.01,5,1,919,3676.00,29/10/21,12/06/2025,pix,nao,0.16,ATRASADO
2913,373,8066975-72.2023.7.26.7675,66527.88,5,4,53222.32,13305.58,2024-04-13,29 de julho de 2024,PIX,N,20,atrasado
2914,1246,5755257-93.2020.8.44.2882,38686.15,2,0,0.00,,2022-12-04,17/01/2026,Boleto,nao,,Em Dia
2915,481,5284129-51.2020.3.32.5205,61902.21,7,5,44215.85,"R$ 17.686,34",2021-06-06,2026-01-09,pix,nao,0.19,quitado
2916,1344,1676369-34.2022.3.47.6087,26511.15,9,9,26511.12,0,1 de março de 2022,26/02/2026,TED,nao,0.27,quitado
2917,46,1757615-27.2025.7.10.3762,18437.44,4,3,13828.08,4609.36,18/05/2025,27 de agosto de 2025,transferência,não,,quitado
2918,366,9108785-98.2021.3.78.6687,47314.49,8,1,5914.31,41400.17,20/02/23,7 de janeiro de 2025,PIX,S,15%,quitado
2919,1157,1311508-84.2020.3.38.8512,"44169,49",1,1,44169.49,0,14/08/22,12/03/27,PIX,não,20,Em Dia
2920,118,6370110-64.2022.3.52.8440,24467.57,5,1,"R$ 4.893,51",19574.04,2020-05-18,16/08/2025,TED,,20,ATRASADO
2921,406,8655267-17.2025.3.63.4188,49135.08,4,0,0.00,49135.08,10 de maio de 2021,21/03/26,transferência,,15%,Em Dia
2922,114,9824532-76.2023.6.37.2040,8392.45,5,4,6713.96,1939.82,2020-11-13,07/12/25,boleto,nao,20,ATRASADO
2923,1335,7789809-22.2020.1.73.9031,61907.20,9,0,0.00,61907.22,17 de janeiro de 2024,21/10/24,pix,não,0.14,atrasado
2924,1368,3679963-72.2020.9.29.7859,46282.16,7,4,"R$ 26.446,96","R$ 19.725,71",27/02/26,2026-01-05,pix,não,,em dia
2925,1349,8323566-47.2021.3.26.4644,10460.68,10,10,10460.70,0.00,15 de janeiro de 2026,2026-11-20,boleto,Sim,11%,quitado
2926,1258,9168044-67.2022.1.26.3054,26393.46,9,7,"R$ 20.528,27",5865.22,2022-11-22,2027-03-31,pix,nao,,Em Dia
2927,936,1742202-63.2023.6.68.9372,"R$ 25.684,87",10,10,25684.90,0.00,17/01/20,2027-04-25,boleto,Sim,26%,em dia
2928,930,5747786-52.2023.7.30.3750,"37736,15",12,5,15723.40,22012.76,10/03/2022,08/05/2026,pix,,,Em Dia
2929,1077,7553290-31.2023.9.36.9282,33100.24,3,2,22066.82,10938.82,14/11/25,10/02/24,pix,não,15%,quitado
2930,928,6105303-92.2021.4.39.3868,23026.25,1,1,"23026,25",0.00,16/01/26,18/02/2027,Boleto,nao,20,ATRASADO
2931,1148,1013314-48.2023.4.39.2083,35458.04,3,1,11819.35,"R$ 23.792,67",19/04/2020,2024-06-22,Boleto,nao,20,quitado
2932,608,7916680-90.2022.1.67.1785,10185.03,8,2,"R$ 2.546,26",7638.78,15/06/23,24/10/2024,boleto,S,0.18,
2933,648,6096719-87.2023.1.41.6180,14212.87,3,1,4737.62,9475.24,2020-01-16,2026-03-24,Boleto,,27%,atrasado
2934,1310,7640585-40.2023.1.57.1721,6411.85,9,6,4274.58,2137.29,30/12/2022,26/03/2026,pix,não,,Em Dia
2935,1092,9489806-94.2021.2.55.9162,6964.53,6,6,6964.50,0.00,9 de fevereiro de 2026,2026-12-19,pix,,,em dia
2936,641,7724543-49.2023.9.44.7412,19711.24,11,6,"R$ 10.751,58",8959.65,07/04/2025,22/03/27,pix,S,0.15,em dia
2937,1,3346094-93.2020.2.94.1759,32138.90,6,4,21425.92,10712.96,30/11/2021,7 de outubro de 2025,Boleto,S,21%,quitado
2938,1283,1742202-63.2023.6.68.9372,8256.03,1,1,8256.03,0.00,2021-08-12,18/01/27,TED,,,atrasado
2939,1337,5068524-45.2025.9.91.6906,28541.53,6,4,19027.68,9513.84,02/03/2024,26 de abril de 2026,transferência,não,15%,atrasado
2940,1245,4065326-72.2025.8.58.5304,24815.91,9,1,"R$ 2.757,32",22058.56,25 de março de 2026,19/01/2024,PIX,,12%,ATRASADO
2941,575,7848147-32.2021.6.58.3528,"R$ 78.097,73",10,10,"R$ 78.097,70",0.00,2 de agosto de 2024,2 de junho de 2027,Boleto,,0.26,quitado
2942,1358,4016576-41.2022.7.10.6952,22168.14,6,0,0.00,22168.14,2023-06-29,03/02/2024,boleto,,,Em Dia
2943,1089,3306375-34.2024.9.48.9154,42944.10,1,0,0.00,42944.10,2021-12-17,04/11/26,boleto,não,20,ATRASADO
2944,1378,5462435-11.2024.9.85.2977,25377.27,12,8,"R$ 16.918,16",,19 de março de 2025,27 de outubro de 2026,transferência,S,19%,atrasado
2945,1206,5472823-70.2022.4.41.7624,77638.10,8,7,67933.32,9704.76,31 de outubro de 2021,22/09/2025,PIX,S,,em dia
2946,261,6105303-92.2021.4.39.3868,24842.67,3,0,0.00,"R$ 24.496,80",22/01/2024,18/09/2025,pix,Sim,0.18,ATRASADO
2947,286,8590346-68.2020.7.63.7780,73271.92,8,1,"R$ 9.158,99","R$ 64.112,93",2026-04-27,2026-04-21,pix,Sim,22%,ATRASADO
2948,1049,5112941-62.2021.1.89.5887,"66078,72",8,0,0.00,"66078,72",7 de março de 2025,2024-09-27,Boleto,não,0.16,atrasado
2949,586,9666878-83.2023.6.29.9905,9972.50,4,1,"R$ 2.493,12",7479.36,08/09/2022,25 de setembro de 2024,pix,Sim,15%,
2950,986,9214397-26.2023.4.18.6844,63089.42,10,0,0.00,63089.40,13/10/2023,18/12/2024,pix,nao,12%,quitado
2951,1411,5472823-70.2022.4.41.7624,67821.15,4,2,"R$ 33.910,58",,2023-09-25,25/07/2026,boleto,,,atrasado
2952,620,1438459-62.2020.7.78.3410,28742.56,4,1,7185.64,21556.92,2023-04-08,06/12/2025,PIX,não,21%,atrasado
2953,619,2019436-32.2020.6.16.9856,12563.38,3,1,4187.79,8375.58,11/05/2025,15 de maio de 2026,boleto,S,20,atrasado
2954,1024,8415891-60.2021.6.92.5554,73467.32,5,0,"R$ 0,00",73467.30,24/10/2022,28 de outubro de 2025,TED,S,15%,
2955,242,4092125-65.2025.3.26.9073,11683.60,9,5,"6490,900000000001",5192.72,24/01/24,19 de janeiro de 2026,pix,S,,em dia
2956,1131,7245951-43.2021.4.11.7623,73579.12,8,0,0.00,73579.12,27/09/2023,22/12/24,TED,nao,15%,
2957,877,3401866-56.2021.1.87.5297,8868.52,7,2,"R$ 2.533,86",6334.65,8 de setembro de 2024,2025-02-26,transferência,Sim,0.29,
2958,1426,2186433-37.2022.2.12.4344,9458.93,10,2,"1891,78",7567.12,10/05/2020,21/12/2026,PIX,Sim,,atrasado
2959,188,7082985-88.2022.2.94.6058,41675.18,11,9,34097.85,"7577,3",1 de novembro de 2023,09/05/25,boleto,Sim,22%,
2960,1219,6547287-16.2023.4.15.7491,"R$ 10.289,28",1,1,10289.28,0.00,2023-02-24,01/01/26,pix,S,,em dia
2961,348,2016341-89.2023.7.48.2724,68106.90,7,4,"R$ 38.918,24",,05/04/2022,22 de fevereiro de 2026,pix,sim,20,
2962,1157,1633270-27.2024.2.52.7034,20544.45,6,0,0.00,20544.48,2025-03-24,02/03/2024,pix,S,16%,
2963,833,7544569-30.2022.4.91.9370,3470.60,9,2,771.24,,2024-01-25,02/01/24,boleto,S,,
2964,1094,5953905-94.2022.5.44.3245,38502.85,5,0,0.00,38502.85,29 de agosto de 2025,26/04/27,pix,N,0.11,
2965,575,7539718-58.2020.2.52.9800,16857.17,9,6,"R$ 11.238,12",5619.06,18/07/21,02/09/2025,pix,N,19%,quitado
2966,568,9666878-83.2023.6.29.9905,25830.19,7,6,22140.18,3690.03,24/08/20,17/02/27,Boleto,N,15%,quitado
2967,1460,6160516-66.2024.5.17.7150,68458.29,2,0,0.00,"R$ 68.458,28",2020-11-17,21 de janeiro de 2024,PIX,nao,,Em Dia
2968,61,6075721-43.2020.9.85.8738,76900.19,2,2,76900.20,0,2024-10-04,19 de novembro de 2025,pix,N,25%,ATRASADO
2969,122,7916680-90.2022.1.67.1785,68021.37,12,5,"R$ 28.342,25",39679.15,05/03/2026,18/10/24,transferência,,0.23,atrasado
2970,46,1273300-90.2024.2.80.7378,3395.89,12,4,1131.96,2263.92,2023-03-23,7 de dezembro de 2024,transferência,nao,,Em Dia
2971,296,8905709-90.2020.9.55.2471,29933.96,4,4,29933.96,0.00,14/09/2021,10 de maio de 2026,boleto,nao,,quitado
2972,1103,3263740-44.2022.3.81.5402,7966.44,4,3,5974.83,1991.61,16/02/24,11/12/25,PIX,S,24%,
2973,510,5867457-18.2023.9.16.7298,"R$ 39.441,05",6,6,"R$ 39.441,06",0.00,2021-03-12,28 de janeiro de 2027,PIX,Sim,22%,ATRASADO
2974,589,5492622-29.2021.9.92.7737,71213.69,8,2,17803.42,"R$ 53.410,26",09/08/2023,2024-04-12,pix,S,17%,Em Dia
2975,696,7438163-48.2021.3.47.1186,76860.12,4,1,"R$ 19.215,03",57442.63,30/05/2020,31/10/25,transferência,S,12%,
2976,198,5826200-20.2025.1.91.8748,4028.99,10,8,3223.20,805.80,2024-12-25,2026-04-12,Boleto,,0.29,em dia
2977,1121,4140100-24.2024.4.63.7178,"R$ 14.429,33",11,7,"9182,32",5247.04,18/04/21,2025-06-03,TED,nao,0.26,atrasado
2978,407,6075721-43.2020.9.85.8738,"52969,43",3,2,35312.96,,16/01/2021,09/08/2024,Boleto,S,25%,em dia
2979,1393,1714231-74.2025.9.71.1697,33335.96,8,3,12500.97,"R$ 20.834,95",08/01/26,22/04/25,pix,Sim,,quitado
2980,202,7110796-41.2020.3.80.5362,"R$ 8.195,98",6,4,"R$ 5.464,00",2732.00,16/04/20,2026-03-24,TED,Sim,20,ATRASADO
2981,1003,7749444-78.2021.1.20.8763,76762.94,1,1,76762.94,"R$ 0,00",24/01/2020,2027-01-28,boleto,Sim,20%,quitado
2982,1289,7687292-20.2021.4.85.7539,"R$ 32.352,55",11,4,11764.56,20587.98,11/03/2025,15/03/26,PIX,sim,15%,Em Dia
2983,1013,7640585-40.2023.1.57.1721,33278.39,8,8,33278.40,"R$ 0,00",27/03/2021,4 de dezembro de 2025,TED,S,15%,ATRASADO
2984,729,1628717-84.2025.8.67.8313,19802.07,11,4,7200.76,"12601,33",2025-06-10,27/08/2025,PIX,nao,15%,atrasado
2985,761,4131852-60.2020.1.89.9739,3247.43,8,1,405.93,2841.51,01/05/2023,7 de novembro de 2024,PIX,sim,15%,
2986,1001,7082985-88.2022.2.94.6058,17892.48,11,4,6506.36,"11386,13",02/09/21,22 de março de 2026,TED,sim,20,Em Dia
2987,827,8588997-88.2020.6.29.5987,49672.17,4,2,24836.08,"R$ 24.836,08",14 de janeiro de 2025,19/11/2026,Boleto,N,20,em dia
2988,839,4433355-55.2023.8.48.9346,59841.55,12,10,49868.00,9973.60,23/12/2025,18/11/26,PIX,N,,Em Dia
2989,1432,2236315-26.2022.5.82.8939,18749.57,1,0,"R$ 0,00",18749.57,23 de junho de 2022,20 de maio de 2024,PIX,nao,20,ATRASADO
2990,494,8816646-78.2020.7.70.9224,"23058,86",1,1,23058.86,0,2021-07-10,12/12/25,transferência,,27%,em dia
2991,930,5266269-78.2021.7.59.1392,16874.43,12,12,16874.40,83.05,06/01/24,05/06/24,TED,S,20,em dia
2992,684,5116418-16.2025.3.98.2234,64473.32,10,3,19341.99,45131.31,2024-05-23,16/03/2025,pix,sim,20,em dia
2993,531,1237577-83.2022.8.91.4649,75359.01,11,8,"54806,56",20552.46,09/04/2023,2024-03-19,boleto,Sim,20,em dia
2994,348,6418382-43.2020.8.63.9133,64441.93,3,3,64441.92,0.00,2024-07-12,01/04/2026,Boleto,S,15%,quitado
2995,1272,8306601-19.2020.3.50.7457,69886.50,2,0,0.00,69886.50,27/01/2022,30/03/25,boleto,sim,,
2996,688,3346094-93.2020.2.94.1759,61165.77,5,2,24466.30,36699.45,22/02/2024,22/03/25,transferência,S,20,
2997,793,4131852-60.2020.1.89.9739,65115.28,11,1,5919.57,59195.70,08/09/20,14/05/2024,transferência,S,0.30,atrasado
2998,503,9057219-99.2020.9.96.3254,45514.96,9,9,"R$ 45.514,98","R$ 0,00",07/12/2022,05/06/24,transferência,,,em dia
2999,325,1438459-62.2020.7.78.3410,45588.95,8,5,28493.10,"R$ 16.921,35",2020-07-27,24/08/26,pix,,15%,atrasado
3000,1318,9408522-77.2021.3.36.8376,30960.16,4,0,0,30960.16,2020-03-02,29/06/2025,boleto,não,0.20,ATRASADO
3001,996,8655267-17.2025.3.63.4188,45631.66,7,7,45631.67,0.00,25/12/23,2026-04-01,Boleto,Sim,,em dia
3002,1302,5058333-37.2021.3.98.8848,"R$ 31.913,50",11,2,5802.46,26111.07,7 de junho de 2025,03/01/2024,boleto,nao,,
3003,575,6528202-89.2025.3.17.9496,15160.84,12,12,15160.80,0,21/10/20,05/05/24,pix,S,,quitado
3004,947,1438459-62.2020.7.78.3410,59493.69,9,0,0.00,"59493,69",30 de novembro de 2022,2024-12-23,PIX,nao,0.23,em dia
3005,794,5518767-82.2023.4.96.9873,76915.55,8,2,19228.88,57913.40,2022-10-22,2024-12-08,Boleto,,15%,em dia
3006,816,9798556-59.2021.3.62.3110,74236.02,9,2,16496.90,57739.15,28/09/2020,18/12/2026,boleto,N,,quitado
3007,1181,1757615-27.2025.7.10.3762,71394.99,6,5,"R$ 59.495,85",11899.17,07/05/22,05/05/2024,pix,N,0.22,quitado
3008,472,8066975-72.2023.7.26.7675,51879.50,3,3,51879.51,0.00,26/07/25,21/05/2024,pix,não,20%,quitado
3009,227,7892487-80.2022.9.64.5036,23209.32,11,6,"R$ 12.659,64",10246.51,31/05/2020,27 de janeiro de 2024,boleto,S,15%,
3010,267,1013314-48.2023.4.39.2083,13056.22,9,8,11605.52,"R$ 1.450,69",11 de janeiro de 2025,24/03/2027,pix,nao,0.12,quitado
3011,844,8717678-27.2025.5.11.4526,65938.04,7,7,65938.04,438.72,23/05/2021,01/12/26,pix,não,23%,em dia
3012,1255,7749444-78.2021.1.20.8763,75361.88,12,12,75361.92,0.00,20/12/20,18/08/24,pix,Sim,,em dia
3013,1036,8986773-71.2022.6.45.5854,73358.84,12,12,73358.88,"R$ 0,00",22 de março de 2020,2026-06-18,TED,Sim,20,atrasado
3014,340,7941836-76.2025.4.34.6543,20555.66,6,0,"R$ 0,00",20555.64,05/08/25,20 de agosto de 2025,TED,não,0.15,quitado
3015,1301,8588997-88.2020.6.29.5987,21463.49,11,10,19512.30,"1951,23",2023-09-01,2025-05-14,TED,S,0.14,quitado
3016,1341,1183693-37.2024.1.85.2937,60421.49,11,5,"27464,3",32957.16,05/10/24,29/09/25,pix,Sim,24%,
3017,1380,3263740-44.2022.3.81.5402,30908.99,8,2,"7727,24",,17/08/2020,2 de dezembro de 2025,PIX,sim,,em dia
3018,1232,3785792-10.2020.5.78.7940,31017.63,2,2,"R$ 31.017,64",,25/08/2023,2026-12-07,PIX,,,em dia
3019,1199,9214397-26.2023.4.18.6844,77019.46,9,3,25673.16,51346.32,02/10/22,2026-08-09,pix,N,15%,em dia
3020,688,4417916-40.2022.7.26.4278,"R$ 44.114,07",5,4,35291.24,,05/10/2025,2025-06-20,transferência,sim,0.27,
3021,1313,2016341-89.2023.7.48.2724,24684.57,10,6,14810.76,"R$ 9.873,84",08/08/2025,2026-11-06,transferência,N,20,ATRASADO
3022,327,7626521-25.2020.9.17.3305,24195.37,12,12,24195.36,0.00,16/03/2020,08/02/24,PIX,não,,
3023,566,4061044-97.2023.7.99.3676,45791.97,2,1,22895.99,22895.99,2020-11-07,20 de junho de 2026,boleto,Sim,0.26,Em Dia
3024,757,1183693-37.2024.1.85.2937,52439.56,9,3,"17479,86",34959.72,12/04/21,23/05/27,pix,não,20,atrasado
3025,1306,3588109-63.2023.1.26.4223,48805.86,3,3,"48805,86",0.00,20/07/21,31/08/2026,boleto,S,20,Em Dia
3026,822,7813974-60.2021.1.81.1542,7414.74,5,4,5931.80,"1482,95",3 de dezembro de 2021,28 de janeiro de 2025,PIX,S,,atrasado
3027,1441,4460247-99.2024.9.97.4840,75449.25,9,9,"R$ 75.449,25",0.00,2023-01-05,29 de fevereiro de 2024,pix,S,,Em Dia
3028,1370,6034606-21.2023.6.18.6684,79972.40,5,4,63977.92,"R$ 15.994,48",20/12/2023,2026-10-25,Boleto,sim,20,ATRASADO
3029,1388,6414076-16.2021.7.78.8273,10511.34,6,0,0.00,10511.34,2021-04-09,2026-01-11,pix,nao,26%,ATRASADO
3030,1464,5638123-23.2024.7.30.5009,39608.28,4,0,0.00,39608.28,9 de setembro de 2023,29/10/2025,pix,,15%,
3031,252,5545511-73.2023.1.66.9757,51768.76,8,2,"12942,2",38826.60,11/01/2021,2025-01-18,transferência,S,15%,
3032,225,1445483-93.2023.1.61.7357,36541.07,1,0,0.00,36541.07,2024-09-06,2027-05-21,Boleto,sim,0.20,quitado
3033,185,6779292-61.2021.4.86.2783,44832.52,2,2,44832.52,0.00,2020-07-19,07/05/2025,transferência,S,18%,em dia
3034,552,7224257-29.2020.8.88.9110,"R$ 57.361,30",5,2,22944.52,34416.78,27 de fevereiro de 2021,19/09/2024,Boleto,nao,15%,quitado
3035,294,5788467-41.2023.8.93.8134,37470.78,8,8,37470.80,-250.54,3 de outubro de 2022,25/09/25,TED,S,,atrasado
3036,659,7916680-90.2022.1.67.1785,53798.29,9,7,41843.13,11955.18,16/09/25,23/05/26,TED,S,25%,
3037,1069,7419280-60.2021.1.40.9417,61234.80,10,9,"55111,31999999999",6123.48,25 de maio de 2020,21/06/27,boleto,sim,20,quitado
3038,21,2341370-92.2024.9.60.8122,14437.47,3,2,9624.98,4812.49,18 de outubro de 2023,9 de agosto de 2025,transferência,sim,0.18,
3039,605,6953559-38.2025.7.42.9212,26287.56,10,7,18401.32,7886.28,26 de julho de 2020,2024-12-02,pix,N,15%,quitado
3040,184,3724721-44.2021.9.75.5553,50183.90,1,1,50183.90,0.00,7 de abril de 2025,25/03/25,pix,S,18%,quitado
3041,1117,7245951-43.2021.4.11.7623,60012.71,9,2,"13336,16",46676.56,25 de março de 2023,2025-04-13,transferência,sim,15%,quitado
3042,80,7539718-58.2020.2.52.9800,67538.87,4,4,"R$ 67.538,88","R$ 0,00",2020-05-14,23/06/25,pix,S,24%,quitado
3043,602,8382607-83.2020.6.26.3936,"R$ 79.358,69",6,1,"R$ 13.226,45",66032.64,2023-07-11,12/03/24,PIX,Sim,20,atrasado
3044,354,3168718-77.2025.2.92.8027,"R$ 27.428,99",12,12,27429.00,0.00,07/03/22,29/05/2026,pix,Sim,,quitado
3045,1270,3306375-34.2024.9.48.9154,"R$ 4.255,55",6,3,2127.78,2127.78,6 de abril de 2021,22 de março de 2026,transferência,sim,23%,ATRASADO
3046,612,6982910-41.2023.8.91.8758,61619.24,7,2,17605.50,44013.75,04/02/2022,28/06/2027,Boleto,S,29%,ATRASADO
3047,1209,4016576-41.2022.7.10.6952,"R$ 25.041,30",10,7,17528.91,7512.39,12 de abril de 2024,21/10/2024,PIX,,0.11,Em Dia
3048,196,8368372-34.2020.6.43.9691,28299.41,2,0,"R$ 0,00","28299,4",11/07/22,17 de setembro de 2026,pix,não,0.13,quitado
3049,646,2461262-96.2021.6.48.1315,"R$ 55.932,74",3,2,"R$ 37.288,50","18644,25",04/11/25,30/03/2025,transferência,Sim,15%,Em Dia
3050,224,1896520-28.2021.5.90.5374,"R$ 29.386,54",3,2,"R$ 19.591,02","9795,51",2026-04-19,2026-10-13,pix,S,15%,atrasado
3051,242,2341370-92.2024.9.60.8122,"34701,08",10,2,6940.22,27760.88,15/11/20,6 de agosto de 2025,Boleto,nao,12%,em dia
3052,494,3924425-56.2021.9.58.2912,4527.95,8,1,565.99,3961.93,20/10/25,2025-07-26,boleto,S,0.21,
3053,622,9822459-92.2024.8.17.6403,24458.33,7,6,20964.30,3494.05,14/04/2021,09/03/25,transferência,Sim,22%,Em Dia
3054,792,6982910-41.2023.8.91.8758,79464.50,2,2,79464.50,0.00,6 de janeiro de 2021,03/02/2027,transferência,não,15%,quitado
3055,151,5703772-88.2020.8.34.6114,"R$ 43.685,31",6,3,"21842,64",21842.64,10/01/2024,2024-04-10,PIX,nao,20,quitado
3056,746,7224257-29.2020.8.88.9110,72665.05,11,9,59453.19,"R$ 13.211,82",04/07/24,03/06/2027,TED,,0.24,Em Dia
3057,627,2328070-99.2024.8.57.5561,67840.27,10,2,13568.06,54639.24,23 de julho de 2025,15/02/2026,TED,S,15%,quitado
3058,1057,7687292-20.2021.4.85.7539,44930.77,6,2,14976.92,29953.84,23 de julho de 2022,28/09/25,PIX,Sim,15%,quitado
3059,693,1615190-23.2022.2.42.6238,"43745,49",6,6,43745.46,"R$ 0,00",01/07/25,10/01/2024,transferência,S,17%,em dia
3060,106,1411065-96.2022.9.64.8271,14570.73,10,5,7285.35,"R$ 7.285,35",2025-08-22,18/04/2027,pix,nao,0.22,atrasado
3061,1002,6339808-70.2020.2.67.1325,9880.77,1,1,9880.77,0.00,30/03/24,4 de fevereiro de 2027,PIX,não,14%,Em Dia
3062,700,6416661-36.2021.8.21.8496,42848.85,7,3,18363.78,"R$ 24.022,24",05/08/2025,24 de abril de 2026,transferência,nao,15%,atrasado
3063,324,3346094-93.2020.2.94.1759,11889.60,7,1,1698.51,10191.06,23 de julho de 2021,2026-05-25,PIX,nao,20,ATRASADO
3064,482,7633905-83.2022.9.95.2309,21575.39,4,1,5393.85,16181.55,07/04/26,30/01/2027,transferência,não,12%,
3065,911,5953905-94.2022.5.44.3245,22935.17,11,2,4170.04,18765.18,01/11/2023,01/02/2025,PIX,nao,15%,ATRASADO
3066,1407,2490107-19.2023.9.10.7930,22019.61,8,5,13762.25,8458.84,26/02/22,2024-10-07,PIX,,0.16,atrasado
3067,541,3922248-27.2025.1.42.4047,"R$ 59.547,75",7,0,"R$ 0,00",59547.74,12/03/2026,2025-12-16,pix,nao,26%,quitado
3068,1047,1095980-10.2020.7.77.8313,25647.85,8,1,3205.98,22441.86,23/05/22,21/01/27,boleto,Sim,20,
3069,360,2316290-44.2022.7.34.5190,61780.64,10,5,30890.30,"30890,3",25/09/20,12/02/2026,transferência,Sim,0.10,ATRASADO
3070,282,7438163-48.2021.3.47.1186,4700.81,11,2,"854,7","3846,15",2020-06-15,26/08/25,Boleto,N,18%,quitado
3071,1070,5661974-14.2020.6.39.3137,"R$ 54.177,37",7,1,7739.62,46437.72,30 de agosto de 2022,28/03/2025,transferência,nao,0.28,Em Dia
3072,879,6053412-12.2021.6.72.8346,"R$ 15.514,73",2,1,7757.36,"R$ 7.757,36",2025-04-06,2026-04-20,transferência,Sim,17%,quitado
3073,1208,6927716-18.2022.9.56.1445,62932.55,7,7,62932.52,-498.57,28/07/2025,01/02/2027,transferência,,12%,quitado
3074,1074,1757615-27.2025.7.10.3762,18163.62,5,1,"R$ 3.632,72",14530.88,21/12/2020,27 de outubro de 2024,boleto,nao,12%,atrasado
3075,85,6414076-16.2021.7.78.8273,58376.53,9,8,51890.24,"R$ 6.486,28",2024-03-14,2026-04-07,TED,não,,Em Dia
3076,162,1778149-24.2023.1.86.3557,"R$ 23.318,07",4,0,0.00,"R$ 23.318,08",2023-01-23,2025-02-10,Boleto,N,15%,ATRASADO
3077,315,7820540-78.2023.1.75.4823,65026.24,3,0,0.00,65026.23,18/10/2022,10/11/2024,boleto,S,,atrasado
3078,1097,4229107-99.2020.7.61.3978,67991.10,9,0,0.00,67991.13,13/11/22,03/07/2024,Boleto,nao,15%,ATRASADO
3079,989,7082985-88.2022.2.94.6058,21696.77,8,7,18984.70,2712.10,2021-08-20,27/08/2025,Boleto,Sim,,atrasado
3080,246,7724543-49.2023.9.44.7412,22900.40,4,2,11450.20,11450.20,25/06/2020,31/01/26,pix,sim,15%,Em Dia
3081,1168,4865461-96.2025.2.64.9143,"25488,7",12,6,12744.36,12744.36,30 de setembro de 2020,26 de março de 2027,TED,Sim,20,quitado
3082,1140,6368709-92.2024.7.99.9426,26139.05,5,4,20911.24,5227.81,19/05/2021,26/01/26,PIX,,20,ATRASADO
3083,109,8677980-28.2024.9.94.6552,78408.05,12,4,26136.00,52272.00,23 de novembro de 2024,6 de abril de 2025,pix,N,15%,Em Dia
3084,784,4229107-99.2020.7.61.3978,36663.76,6,5,"R$ 30.553,15",6436.82,28 de setembro de 2023,2027-02-10,PIX,não,,Em Dia
3085,280,3778380-86.2023.9.32.5849,43854.24,11,6,23920.50,19933.75,17 de junho de 2023,04/09/24,transferência,N,26%,quitado
3086,1413,9214397-26.2023.4.18.6844,13136.30,3,3,13136.31,0.00,21 de maio de 2020,2026-03-12,pix,Sim,15%,quitado
3087,1098,5991409-16.2021.8.44.1303,"R$ 75.007,41",10,4,30002.96,"R$ 44.633,55",2024-12-30,16/09/2024,PIX,S,16%,atrasado
3088,1477,7848147-32.2021.6.58.3528,67037.68,8,3,25139.13,"41898,55",16/03/2026,17/02/27,Boleto,,20,quitado
3089,1243,7486029-45.2024.4.25.3159,"R$ 40.794,93",9,4,18131.08,22663.85,12/03/2022,11/05/27,boleto,sim,,quitado
3090,1194,1633270-27.2024.2.52.7034,9706.40,8,6,7279.80,2426.60,31 de maio de 2025,27 de abril de 2025,pix,S,15%,quitado
3091,491,4090182-95.2021.1.57.7189,"R$ 31.404,90",5,4,25123.92,6280.98,2022-12-18,2025-08-30,TED,N,0.12,atrasado
3092,999,5058333-37.2021.3.98.8848,"R$ 34.501,64",4,1,8625.41,,29/07/2021,30/07/2026,TED,N,15%,atrasado
3093,648,2231929-89.2024.6.41.5461,4582.35,3,0,0.00,4582.35,26/10/2023,25 de outubro de 2026,pix,Sim,0.15,quitado
3094,1374,5274951-77.2021.1.76.5120,69920.76,10,4,27968.32,41952.48,02/09/2021,2025-09-29,TED,,,Em Dia
3095,83,2554938-48.2024.1.13.4544,13619.57,6,4,9079.72,4539.86,2020-10-11,24/06/2024,pix,S,20,quitado
