movimentacao_id,numero_processo,data_movimentacao,tipo_ato,advogado_responsavel,descricao,prazo_gerado,concluido
7070,5266269-78.2021.7.59.1392,14/02/2026,sentença,dr. melo,aguardando manifestação da parte contrária,,N
7071,4131852-60.2020.1.89.9739,2025-03-25,embargos de declaração,Dr. Barros,prazo para recurso: 20 dias úteis a contar da intimação,13/08/2026,0
7072,5217157-98.2020.2.64.4094,17/11/2021,recurso de apelação,Dra. Cavalcante,juntada de documentos realizada,,S
7073,5788467-41.2023.8.93.8134,09/09/2020,intimação,Dr. Melo,audiência marcada para 9 de novembro de 2026,2026-03-03,N
7074,3679963-72.2020.9.29.7859,25/07/2023,contestação,Dra Fontes,diligência externa necessária,,0
7075,8530609-10.2021.5.41.7151,30/11/2025,audiência de instrução,dr. melo,juntada de documentos realizada,10 de maio de 2026,
7076,7820540-78.2023.1.75.4823,03/07/24,intimação,Dr. Barros,documentos pendentes de entrega pelo cliente,,0
7077,5996426-23.2022.8.20.3566,05/03/2022,acordo extrajudicial,Dr. Barros,diligência externa necessária,,sim
7078,5422047-80.2024.8.62.4364,01/05/24,agravo regimental,Dr. Barros,juntada de documentos realizada,,não
7079,1633270-27.2024.2.52.7034,20/02/19,citação,Dr. Barros,documentos pendentes de entrega pelo cliente,,1
7080,3766710-17.2025.4.91.1472,01/04/25,embargos de declaração,dr. melo,diligência externa necessária,,N
7081,1248003-72.2024.2.80.8472,25/03/24,contestação,Dr. Barros,documentos pendentes de entrega pelo cliente,,não
7082,4893809-11.2021.7.19.9759,19 de setembro de 2025,embargos de declaração,Dr. Barros,,03/06/2026,não
7083,4507711-38.2024.2.34.4732,21 de outubro de 2024,memoriais,Dr. Barros,Prazo fatal: 03/09/26,,0
7084,3675188-38.2025.9.53.3305,2023-07-10,agravo regimental,Dra Fontes,prazo para recurso: 22 dias úteis a contar da intimação,,0
7085,5112941-62.2021.1.89.5887,2 de abril de 2025,despacho,Dra Fontes,juntada de documentos realizada,,N
7086,8530609-10.2021.5.41.7151,20/09/2020,petição inicial,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,S
7087,2019436-32.2020.6.16.9856,2024-04-05,embargos de declaração,Dr. Barros,,,não
7088,8097721-13.2023.1.47.8354,13/01/2025,memoriais,Dra. Cavalcante,aguardando manifestação da parte contrária,,não
7089,8816646-78.2020.7.70.9224,1 de agosto de 2023,despacho,Dra Fontes,,,
7090,2292432-35.2025.5.83.7063,2020-11-15,sentença,Dr. Barros,audiência marcada para 06/12/2026,,sim
7091,4721085-96.2020.6.92.9645,2025-01-18,petição inicial,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,16/05/2026,
7092,8062805-72.2022.1.22.8771,25/03/2025,intimação,Dra. Cavalcante,aguardando manifestação da parte contrária,2026-07-06,0
7093,2267110-24.2021.5.78.6025,14/10/22,laudo pericial,Dr. Melo,juntada de documentos realizada,2026-09-21,sim
7094,1311508-84.2020.3.38.8512,2020-09-10,despacho,Dra Fontes,diligência externa necessária,,não
7095,4092125-65.2025.3.26.9073,13 de janeiro de 2023,agravo regimental,Dra. Fontes,Prazo fatal: 05/04/26,12/03/26,0
7096,5788467-41.2023.8.93.8134,14 de novembro de 2022,habilitação,Dr. Barros,diligência externa necessária,,S
7097,7840442-26.2025.9.53.5093,24/05/2025,réplica,dr. melo,prazo para recurso: 29 dias úteis a contar da intimação,,1
7098,7916680-90.2022.1.67.1785,2021-05-18,intimação,Dr. Melo,Prazo fatal: 16/02/2026,,0
7099,7115217-41.2025.1.67.7692,26 de agosto de 2020,intimação,DRA. CAVALCANTE,,,N
7100,8168054-14.2024.6.50.1232,2021-08-01,acordo extrajudicial,Dr. Barros,audiência marcada para 22 de junho de 2026,,não
7101,4768255-51.2022.4.94.5695,08/04/2020,citação,Dra Fontes,diligência externa necessária,03/12/2026,0
7102,6528202-89.2025.3.17.9496,01/12/2021,recurso de apelação,Dra. Fontes,diligência externa necessária,,S
7103,7398699-88.2025.6.55.3587,24/02/2023,sentença,Dr. Barros,,,0
7104,5050722-10.2024.8.29.4298,1 de janeiro de 2020,petição inicial,Dr. Barros,audiência marcada para 04/08/2026,,sim
7105,2328070-99.2024.8.57.5561,2026-04-04,acordo extrajudicial,Dra Fontes,audiência marcada para 24/10/26,,S
7106,1878000-50.2025.7.58.1197,14/07/2020,sentença,dr. melo,,,
7107,5867457-18.2023.9.16.7298,11/12/2021,agravo regimental,Dr. Barros,aguardando manifestação da parte contrária,22/11/26,0
7108,5733649-38.2020.2.35.3379,20 de maio de 2020,sentença,dr. melo,audiência marcada para 17/10/2026,09/07/2026,0
7109,4952151-27.2023.3.38.8762,20/02/26,agravo regimental,Dra Fontes,juntada de documentos realizada,,S
7110,6334947-38.2020.4.71.6173,25 de abril de 2024,contestação,Dr. Melo,aguardando manifestação da parte contrária,2026-05-24,sim
7111,6992158-64.2024.5.43.7750,2023-09-27,réplica,Dr. Barros,Prazo fatal: 12/09/2026,,S
7112,3346094-93.2020.2.94.1759,6 de abril de 2021,embargos de declaração,Dra. Fontes,aguardando manifestação da parte contrária,,S
7113,5074974-98.2023.8.21.9881,19 de fevereiro de 2024,acordo extrajudicial,dr. melo,,17 de março de 2026,N
7114,2753004-76.2021.8.83.9874,8 de abril de 2022,acordo extrajudicial,Dra Fontes,documentos pendentes de entrega pelo cliente,23 de dezembro de 2026,não
7115,8286828-70.2022.9.31.8012,2021-04-27,sentença,Dr. Barros,Prazo fatal: 06/11/26,,sim
7116,9804642-71.2024.4.76.5486,11 de abril de 2022,laudo pericial,Dr. Barros,audiência marcada para 2026-05-10,1 de março de 2026,não
7117,3750497-13.2024.6.65.9009,13/02/20,despacho,Dra. Cavalcante,prazo para recurso: 24 dias úteis a contar da intimação,2026-03-12,N
7118,8630644-97.2025.3.28.1296,2023-10-18,acordo extrajudicial,Dra. Fontes,diligência externa necessária,,não
7119,1346701-74.2024.1.65.8985,29 de março de 2020,memoriais,Dr. Barros,,,
7120,2016341-89.2023.7.48.2724,03/09/2024,agravo regimental,Dr. Barros,documentos pendentes de entrega pelo cliente,20/01/2026,
7121,7951127-89.2024.1.63.3502,13/12/21,acordo extrajudicial,DRA. CAVALCANTE,juntada de documentos realizada,,S
7122,8381610-96.2020.6.26.2533,2023-02-24,audiência de instrução,DRA. CAVALCANTE,juntada de documentos realizada,11/06/2026,1
7123,5432782-56.2021.2.97.6240,12 de março de 2021,acordo extrajudicial,Dr. Barros,Prazo fatal: 2026-03-26,02/12/2026,S
7124,5316105-58.2020.3.22.3571,4 de agosto de 2022,habilitação,DRA. CAVALCANTE,juntada de documentos realizada,,sim
7125,4568537-97.2021.4.82.7633,9 de outubro de 2021,audiência de instrução,Dra Fontes,prazo para recurso: 9 dias úteis a contar da intimação,,N
7126,4893809-11.2021.7.19.9759,19/12/24,recurso de apelação,Dra. Fontes,audiência marcada para 2 de dezembro de 2026,1 de outubro de 2026,sim
7127,7398699-88.2025.6.55.3587,14 de novembro de 2025,sentença,Dr. Barros,diligência externa necessária,,N
7128,3168718-77.2025.2.92.8027,2022-11-06,habilitação,Dr. Barros,diligência externa necessária,15 de julho de 2026,sim
7129,9425559-65.2022.6.99.1309,2020-06-30,citação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,11/07/2026,1
7130,3054975-46.2023.4.85.5879,2022-06-10,recurso de apelação,Dr. Barros,documentos pendentes de entrega pelo cliente,,não
7131,5214684-96.2020.6.84.9986,25/09/2023,petição inicial,dr. melo,prazo para recurso: 20 dias úteis a contar da intimação,19 de julho de 2026,1
7132,2411026-52.2022.6.26.7373,5 de março de 2024,contestação,Dra. Fontes,,,sim
7133,3306375-34.2024.9.48.9154,12/07/2024,sentença,Dra. Fontes,diligência externa necessária,,sim
7134,3667022-35.2020.9.76.3115,02/08/2020,réplica,Dra Fontes,,17 de junho de 2026,S
7135,2461262-96.2021.6.48.1315,05/06/25,laudo pericial,Dr. Barros,diligência externa necessária,23 de outubro de 2026,0
7136,8062805-72.2022.1.22.8771,17/03/25,memoriais,Dra. Fontes,juntada de documentos realizada,,sim
7137,8588997-88.2020.6.29.5987,08/08/19,contestação,DRA. CAVALCANTE,juntada de documentos realizada,,1
7138,6982910-41.2023.8.91.8758,29 de abril de 2023,citação,dr. melo,Prazo fatal: 21/07/26,,0
7139,4493339-70.2021.7.17.8725,25 de março de 2022,memoriais,Dr. Melo,audiência marcada para 2026-09-30,,não
7140,6101036-60.2022.7.49.3295,01/08/2025,despacho,Dra Fontes,juntada de documentos realizada,,N
7141,2328070-99.2024.8.57.5561,19/08/22,audiência de instrução,dr. melo,,2026-07-30,não
7142,5703772-88.2020.8.34.6114,2021-10-26,réplica,DRA. CAVALCANTE,juntada de documentos realizada,,sim
7143,8574876-96.2020.7.97.4673,09/07/2025,habilitação,Dra Fontes,,,1
7144,6003915-30.2025.6.37.7681,21/09/22,audiência de instrução,Dr. Barros,,,não
7145,6836135-90.2022.9.37.5643,30/08/20,acordo extrajudicial,Dra Fontes,juntada de documentos realizada,30/09/26,1
7146,9810112-12.2021.1.97.8847,6 de fevereiro de 2025,citação,Dra. Cavalcante,aguardando manifestação da parte contrária,,
7147,3576390-15.2021.2.82.8209,15/05/2021,embargos de declaração,Dr. Barros,prazo para recurso: 27 dias úteis a contar da intimação,,1
7148,6528202-89.2025.3.17.9496,2024-08-24,despacho,Dr. Barros,audiência marcada para 10/03/2026,,0
7149,1974389-81.2024.5.57.9354,07/05/2023,habilitação,Dra. Cavalcante,juntada de documentos realizada,,1
7150,8286382-50.2025.4.53.4414,01/06/2024,réplica,Dra Fontes,prazo para recurso: 12 dias úteis a contar da intimação,,0
7151,7438163-48.2021.3.47.1186,2024-04-06,sentença,Dra. Fontes,diligência externa necessária,,
7152,4865461-96.2025.2.64.9143,04/11/2022,audiência de instrução,Dra. Fontes,diligência externa necessária,,S
7153,1438459-62.2020.7.78.3410,2025-11-26,acordo extrajudicial,Dra. Fontes,prazo para recurso: 15 dias úteis a contar da intimação,30 de março de 2026,sim
7154,4415624-13.2024.9.14.9480,25/02/22,memoriais,Dr. Melo,,21/06/2026,0
7155,6694761-39.2022.1.10.2199,24/11/2024,sentença,Dr. Melo,prazo para recurso: 24 dias úteis a contar da intimação,,
7156,2575202-50.2023.1.54.9627,2022-01-04,memoriais,dr. melo,juntada de documentos realizada,2026-04-04,sim
7157,9302979-43.2025.9.68.7487,10/04/2026,embargos de declaração,Dra. Cavalcante,juntada de documentos realizada,,
7158,3754895-37.2021.6.18.8502,24/08/23,réplica,Dr. Barros,audiência marcada para 8 de junho de 2026,5 de junho de 2026,S
7159,7141324-67.2025.3.86.3413,22/06/2025,réplica,Dr. Barros,,,1
7160,5266269-78.2021.7.59.1392,19/02/24,despacho,dr. melo,audiência marcada para 12/06/26,,S
7161,9060164-41.2020.5.36.2381,4 de março de 2021,réplica,Dra Fontes,documentos pendentes de entrega pelo cliente,,N
7162,5058333-37.2021.3.98.8848,9 de julho de 2023,despacho,Dr. Barros,diligência externa necessária,28/04/26,S
7163,6547287-16.2023.4.15.7491,17 de janeiro de 2021,agravo regimental,DRA. CAVALCANTE,audiência marcada para 05/09/26,,sim
7164,6779292-61.2021.4.86.2783,20/01/2021,réplica,Dra. Fontes,,,sim
7165,3542799-64.2025.6.13.7299,15/07/23,sentença,Dra Fontes,Prazo fatal: 21 de fevereiro de 2026,,0
7166,5035093-45.2021.1.27.3097,2021-11-16,laudo pericial,Dra. Fontes,diligência externa necessária,,0
7167,5432782-56.2021.2.97.6240,25/07/2024,intimação,Dr. Barros,documentos pendentes de entrega pelo cliente,,sim
7168,6425355-10.2021.6.53.2041,19 de dezembro de 2023,audiência de instrução,Dra. Cavalcante,,,S
7169,3576390-15.2021.2.82.8209,30 de setembro de 2023,embargos de declaração,Dra. Fontes,diligência externa necessária,27/06/26,0
7170,1272937-41.2023.5.75.9958,15/04/23,despacho,Dr. Barros,,,sim
7171,9060164-41.2020.5.36.2381,8 de julho de 2023,acordo extrajudicial,DRA. CAVALCANTE,aguardando manifestação da parte contrária,,sim
7172,5266269-78.2021.7.59.1392,11/11/25,embargos de declaração,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,1
7173,4874996-38.2022.9.94.8154,24/08/23,acordo extrajudicial,DRA. CAVALCANTE,diligência externa necessária,2026-10-19,não
7174,1933296-95.2024.5.69.8317,2021-03-26,audiência de instrução,dr. melo,Prazo fatal: 2026-11-24,,S
7175,9425559-65.2022.6.99.1309,2024-02-11,intimação,Dra Fontes,aguardando manifestação da parte contrária,,1
7176,4084503-92.2025.8.90.5515,03/05/2021,laudo pericial,dr. melo,juntada de documentos realizada,,N
7177,7820540-78.2023.1.75.4823,2023-12-12,recurso de apelação,Dra. Fontes,prazo para recurso: 26 dias úteis a contar da intimação,,
7178,5284129-51.2020.3.32.5205,2021-01-12,contestação,dr. melo,audiência marcada para 22/09/26,2026-03-30,0
7179,1615190-23.2022.2.42.6238,2020-06-28,recurso de apelação,dr. melo,aguardando manifestação da parte contrária,07/01/26,
7180,4601686-30.2021.5.52.7745,18 de março de 2023,recurso de apelação,Dra Fontes,,,não
7181,6011987-71.2020.8.10.4396,24/02/24,agravo regimental,Dr. Barros,documentos pendentes de entrega pelo cliente,,não
7182,8590346-68.2020.7.63.7780,23/02/21,recurso de apelação,Dra Fontes,audiência marcada para 16/05/26,29/06/2026,não
7183,5074974-98.2023.8.21.9881,4 de maio de 2019,acordo extrajudicial,Dr. Barros,diligência externa necessária,,0
7184,1093623-59.2025.7.92.5441,22/10/2024,citação,Dr. Barros,,,0
7185,9319285-35.2025.3.19.9131,9 de março de 2023,habilitação,Dra. Fontes,prazo para recurso: 7 dias úteis a contar da intimação,,1
7186,4415624-13.2024.9.14.9480,05/10/25,audiência de instrução,Dra. Cavalcante,prazo para recurso: 6 dias úteis a contar da intimação,,sim
7187,4417916-40.2022.7.26.4278,2025-10-25,recurso de apelação,Dr. Barros,Prazo fatal: 3 de setembro de 2026,,0
7188,6339266-27.2025.5.15.6766,1 de setembro de 2023,habilitação,Dr. Barros,,2026-11-07,não
7189,9898363-27.2020.4.89.2966,02/02/25,despacho,Dr. Melo,prazo para recurso: 17 dias úteis a contar da intimação,,S
7190,4180949-86.2020.3.26.7593,08/12/2021,audiência de instrução,Dra. Fontes,audiência marcada para 04/03/2026,25 de dezembro de 2026,
7191,1757615-27.2025.7.10.3762,07/06/2020,réplica,Dr. Barros,audiência marcada para 2026-09-28,,1
7192,6547287-16.2023.4.15.7491,2020-12-29,recurso de apelação,Dra Fontes,Prazo fatal: 12/03/26,,N
7193,5432782-56.2021.2.97.6240,30 de maio de 2024,audiência de instrução,Dra Fontes,audiência marcada para 22 de maio de 2026,06/03/26,0
7194,1664676-19.2021.8.64.4616,08/08/2020,laudo pericial,DRA. CAVALCANTE,diligência externa necessária,,1
7195,6003915-30.2025.6.37.7681,10/04/2026,intimação,dr. melo,diligência externa necessária,,
7196,5853247-29.2020.7.62.8870,2022-12-10,laudo pericial,Dra. Cavalcante,Prazo fatal: 30/06/26,,não
7197,4568537-97.2021.4.82.7633,4 de novembro de 2021,memoriais,Dr. Barros,audiência marcada para 2026-08-24,,0
7198,2016341-89.2023.7.48.2724,27/10/2021,memoriais,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,2026-01-04,não
7199,8323566-47.2021.3.26.4644,12/10/24,citação,DRA. CAVALCANTE,,,
7200,8588997-88.2020.6.29.5987,02/03/22,despacho,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,13 de julho de 2026,não
7201,2328070-99.2024.8.57.5561,06/09/2023,memoriais,Dr. Melo,,,sim
7202,9071705-28.2021.9.78.4746,30 de março de 2024,réplica,Dr. Barros,prazo para recurso: 26 dias úteis a contar da intimação,,sim
7203,1013314-48.2023.4.39.2083,19/04/2025,intimação,Dra. Fontes,audiência marcada para 20 de março de 2026,,sim
7204,3821719-15.2025.2.86.2518,2023-03-14,agravo regimental,Dr. Barros,prazo para recurso: 12 dias úteis a contar da intimação,,N
7205,3754895-37.2021.6.18.8502,24/06/2021,acordo extrajudicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,não
7206,7115217-41.2025.1.67.7692,2022-09-14,recurso de apelação,Dra. Fontes,,,1
7207,1557680-16.2021.4.16.4031,23 de outubro de 2023,despacho,dr. melo,aguardando manifestação da parte contrária,,S
7208,5901155-82.2023.2.89.7717,6 de setembro de 2021,intimação,Dra. Fontes,aguardando manifestação da parte contrária,,S
7209,7813974-60.2021.1.81.1542,29 de outubro de 2023,audiência de instrução,Dr. Melo,documentos pendentes de entrega pelo cliente,,0
7210,8168054-14.2024.6.50.1232,17 de abril de 2026,petição inicial,Dra Fontes,Prazo fatal: 2026-08-10,,S
7211,5210656-44.2021.1.39.2474,02/06/2024,despacho,DRA. CAVALCANTE,Prazo fatal: 9 de fevereiro de 2026,,0
7212,7599278-46.2021.4.96.3535,08/01/2021,agravo regimental,Dr. Melo,juntada de documentos realizada,,S
7213,1628717-84.2025.8.67.8313,7 de maio de 2021,intimação,Dra. Cavalcante,Prazo fatal: 3 de agosto de 2026,,
7214,5755257-93.2020.8.44.2882,2021-08-29,memoriais,Dra. Fontes,documentos pendentes de entrega pelo cliente,,N
7215,9489806-94.2021.2.55.9162,2021-03-20,audiência de instrução,dr. melo,juntada de documentos realizada,,não
7216,7544569-30.2022.4.91.9370,2024-11-18,embargos de declaração,Dr. Barros,aguardando manifestação da parte contrária,,
7217,1869144-23.2023.5.84.3325,20/07/2024,habilitação,Dr. Barros,diligência externa necessária,,1
7218,4601686-30.2021.5.52.7745,26/03/26,habilitação,Dr. Barros,diligência externa necessária,,não
7219,1353022-94.2023.9.79.1203,2021-12-17,sentença,Dra Fontes,documentos pendentes de entrega pelo cliente,,0
7220,5239450-56.2022.7.99.2371,26 de setembro de 2020,habilitação,Dr. Barros,prazo para recurso: 30 dias úteis a contar da intimação,,S
7221,4510407-23.2020.5.18.6055,09/08/2023,habilitação,Dr. Melo,audiência marcada para 27/11/2026,,S
7222,7941836-76.2025.4.34.6543,27/09/2021,laudo pericial,Dra. Fontes,diligência externa necessária,06/11/2026,1
7223,3168718-77.2025.2.92.8027,14/10/20,citação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,1
7224,1311508-84.2020.3.38.8512,25 de janeiro de 2021,petição inicial,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
7225,5214684-96.2020.6.84.9986,2022-09-08,habilitação,DRA. CAVALCANTE,aguardando manifestação da parte contrária,12 de setembro de 2026,S
7226,5991409-16.2021.8.44.1303,01/07/2022,laudo pericial,DRA. CAVALCANTE,Prazo fatal: 29/04/2026,,1
7227,8677980-28.2024.9.94.6552,2024-09-26,despacho,dr. melo,Prazo fatal: 28/03/26,,
7228,4433355-55.2023.8.48.9346,05/01/20,petição inicial,DRA. CAVALCANTE,audiência marcada para 2026-05-26,,0
7229,1931030-34.2024.8.48.5319,2022-10-02,laudo pericial,Dr. Barros,documentos pendentes de entrega pelo cliente,,0
7230,7115217-41.2025.1.67.7692,2024-05-26,memoriais,Dr. Barros,aguardando manifestação da parte contrária,2026-08-24,
7231,3263740-44.2022.3.81.5402,11/08/20,acordo extrajudicial,DRA. CAVALCANTE,juntada de documentos realizada,,1
7232,4065326-72.2025.8.58.5304,16/01/22,contestação,dr. melo,,,sim
7233,3260101-88.2022.8.37.9169,2020-04-04,agravo regimental,Dra. Cavalcante,audiência marcada para 01/03/26,,1
7234,8368255-39.2020.9.60.4414,21/06/22,recurso de apelação,Dr. Melo,prazo para recurso: 30 dias úteis a contar da intimação,,não
7235,1248003-72.2024.2.80.8472,26/04/25,acordo extrajudicial,Dr. Barros,prazo para recurso: 15 dias úteis a contar da intimação,,0
7236,6524227-53.2025.1.97.6214,28 de fevereiro de 2023,memoriais,dr. melo,juntada de documentos realizada,,N
7237,6982910-41.2023.8.91.8758,23/09/2024,acordo extrajudicial,Dra Fontes,juntada de documentos realizada,,
7238,3922248-27.2025.1.42.4047,2019-03-19,laudo pericial,Dra Fontes,aguardando manifestação da parte contrária,,sim
7239,4584224-94.2025.2.57.2511,21 de junho de 2024,réplica,dr. melo,audiência marcada para 25 de setembro de 2026,,sim
7240,5284129-51.2020.3.32.5205,12/04/22,sentença,Dra Fontes,juntada de documentos realizada,,S
7241,9086174-80.2025.1.81.3292,13/09/2024,agravo regimental,Dra. Cavalcante,,,
7242,5733649-38.2020.2.35.3379,30/08/2025,habilitação,DRA. CAVALCANTE,diligência externa necessária,,S
7243,3922248-27.2025.1.42.4047,04/09/2020,contestação,Dra. Fontes,prazo para recurso: 11 dias úteis a contar da intimação,,
7244,4065326-72.2025.8.58.5304,17/09/2024,recurso de apelação,Dr. Barros,juntada de documentos realizada,2026-04-07,S
7245,6339808-70.2020.2.67.1325,24/01/2023,intimação,Dr. Melo,diligência externa necessária,,
7246,7224257-29.2020.8.88.9110,7 de julho de 2020,memoriais,Dr. Barros,Prazo fatal: 2 de fevereiro de 2026,2026-09-24,sim
7247,8286382-50.2025.4.53.4414,28 de julho de 2019,habilitação,Dra. Fontes,documentos pendentes de entrega pelo cliente,2026-04-03,N
7248,1966014-66.2022.7.82.2137,15/10/2022,acordo extrajudicial,dr. melo,documentos pendentes de entrega pelo cliente,,0
7249,8097721-13.2023.1.47.8354,07/12/2024,sentença,Dra Fontes,aguardando manifestação da parte contrária,,não
7250,1098476-20.2021.1.47.3336,11 de março de 2023,sentença,Dr. Melo,Prazo fatal: 23 de setembro de 2026,,N
7251,5214684-96.2020.6.84.9986,31 de março de 2025,réplica,Dra. Fontes,,,1
7252,4494463-44.2022.5.80.7542,10/05/25,audiência de instrução,Dra Fontes,aguardando manifestação da parte contrária,,sim
7253,1557680-16.2021.4.16.4031,3 de dezembro de 2020,laudo pericial,Dr. Barros,Prazo fatal: 27 de julho de 2026,2026-08-26,não
7254,1353022-94.2023.9.79.1203,2021-09-10,laudo pericial,dr. melo,documentos pendentes de entrega pelo cliente,19 de fevereiro de 2026,não
7255,2267110-24.2021.5.78.6025,20/11/23,memoriais,Dra. Cavalcante,prazo para recurso: 12 dias úteis a contar da intimação,,S
7256,1273300-90.2024.2.80.7378,21 de outubro de 2023,recurso de apelação,Dr. Barros,aguardando manifestação da parte contrária,,S
7257,8590346-68.2020.7.63.7780,29/05/22,contestação,Dr. Barros,diligência externa necessária,,
7258,5289264-48.2020.4.41.6347,14/04/2021,memoriais,dr. melo,audiência marcada para 11 de dezembro de 2026,2026-05-09,sim
7259,1833330-93.2025.8.61.3405,2025-01-07,sentença,Dra Fontes,diligência externa necessária,,0
7260,6686912-30.2025.4.68.7078,20/12/21,memoriais,Dra Fontes,audiência marcada para 25 de junho de 2026,,sim
7261,8843990-84.2020.6.68.3017,04/04/2023,réplica,Dra. Fontes,diligência externa necessária,,sim
7262,2966787-79.2022.1.41.9944,08/09/2023,petição inicial,Dr. Melo,juntada de documentos realizada,,1
7263,4090182-95.2021.1.57.7189,25/02/2020,laudo pericial,DRA. CAVALCANTE,audiência marcada para 2026-08-17,2026-05-08,sim
7264,2842764-33.2025.7.99.7279,10/04/2023,citação,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,N
7265,8843195-99.2024.6.39.2836,2022-11-22,contestação,Dr. Barros,,,N
7266,3260101-88.2022.8.37.9169,03/08/2023,sentença,Dr. Melo,diligência externa necessária,,0
7267,9953454-93.2020.2.52.5723,19 de dezembro de 2022,despacho,Dr. Barros,juntada de documentos realizada,,
7268,7245951-43.2021.4.11.7623,2022-06-06,laudo pericial,Dra. Cavalcante,prazo para recurso: 24 dias úteis a contar da intimação,,1
7269,7544569-30.2022.4.91.9370,05/04/23,audiência de instrução,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,1
7270,9953454-93.2020.2.52.5723,18 de novembro de 2021,laudo pericial,Dr. Barros,Prazo fatal: 18/07/2026,,
7271,5284129-51.2020.3.32.5205,2023-08-12,despacho,Dr. Barros,documentos pendentes de entrega pelo cliente,,S
7272,1557680-16.2021.4.16.4031,13/03/2026,intimação,Dra. Fontes,Prazo fatal: 2026-08-22,15 de dezembro de 2026,S
7273,6075721-43.2020.9.85.8738,12/11/23,acordo extrajudicial,Dra. Cavalcante,prazo para recurso: 25 dias úteis a contar da intimação,11 de setembro de 2026,1
7274,6953559-38.2025.7.42.9212,17/01/21,despacho,Dr. Melo,juntada de documentos realizada,16/01/2026,não
7275,9076234-78.2023.3.90.2702,12/12/2023,sentença,Dra Fontes,aguardando manifestação da parte contrária,,não
7276,6160516-66.2024.5.17.7150,23/10/21,petição inicial,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,N
7277,3242098-97.2025.4.44.9916,2020-08-23,embargos de declaração,Dr. Barros,,,
7278,8215015-64.2021.5.32.1893,2025-06-01,sentença,Dra. Cavalcante,documentos pendentes de entrega pelo cliente,,0
7279,3785792-10.2020.5.78.7940,2 de outubro de 2023,despacho,Dra. Fontes,documentos pendentes de entrega pelo cliente,,1
7280,7320713-89.2022.3.68.7881,03/04/20,laudo pericial,Dra. Cavalcante,aguardando manifestação da parte contrária,05/01/2026,1
7281,4417916-40.2022.7.26.4278,28/08/23,laudo pericial,Dra. Cavalcante,juntada de documentos realizada,,N
7282,4601686-30.2021.5.52.7745,2025-09-25,petição inicial,Dr. Barros,Prazo fatal: 24/04/2026,,sim
7283,3821719-15.2025.2.86.2518,2025-05-12,embargos de declaração,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,,1
7284,7862554-22.2024.7.83.6459,29/03/2020,agravo regimental,Dr. Barros,Prazo fatal: 9 de julho de 2026,,sim
7285,6260319-38.2024.8.96.1114,06/12/20,contestação,Dra. Cavalcante,juntada de documentos realizada,27/10/26,não
7286,7110796-41.2020.3.80.5362,2024-03-02,audiência de instrução,Dr. Barros,diligência externa necessária,,
7287,1411065-96.2022.9.64.8271,13/11/2021,intimação,Dra. Cavalcante,,,sim
7288,2966787-79.2022.1.41.9944,9 de novembro de 2021,petição inicial,Dr. Barros,documentos pendentes de entrega pelo cliente,2026-08-01,S
7289,3464073-25.2022.8.73.5075,15 de agosto de 2021,audiência de instrução,Dra. Cavalcante,audiência marcada para 2026-10-02,,0
7290,6982910-41.2023.8.91.8758,26 de novembro de 2020,laudo pericial,DRA. CAVALCANTE,juntada de documentos realizada,15/10/26,1
7291,2016341-89.2023.7.48.2724,20/02/21,intimação,Dra. Cavalcante,juntada de documentos realizada,,N
7292,7765112-69.2024.9.62.5648,25/10/2022,habilitação,DRA. CAVALCANTE,documentos pendentes de entrega pelo cliente,21/07/26,
7293,1714231-74.2025.9.71.1697,26/09/2021,memoriais,Dra. Cavalcante,audiência marcada para 2026-05-26,,S
7294,4061044-97.2023.7.99.3676,13 de novembro de 2024,despacho,Dr. Barros,documentos pendentes de entrega pelo cliente,02/09/2026,1
7295,5967836-10.2021.4.35.9671,29/07/2020,habilitação,Dra. Fontes,diligência externa necessária,,0
7296,4085001-92.2022.6.76.8938,13/06/2023,despacho,Dr. Barros,diligência externa necessária,,N
7297,6018860-77.2022.1.94.1315,20/12/19,réplica,dr. melo,diligência externa necessária,25/10/26,
7298,5700249-43.2020.5.57.9341,19/11/22,recurso de apelação,Dr. Barros,diligência externa necessária,15 de abril de 2026,1
7299,1757615-27.2025.7.10.3762,06/12/25,contestação,Dra. Cavalcante,diligência externa necessária,,
7300,4681694-71.2021.9.28.7350,08/06/22,laudo pericial,DRA. CAVALCANTE,,,N
7301,8590346-68.2020.7.63.7780,2025-04-13,contestação,Dra. Fontes,audiência marcada para 17/12/2026,,S
7302,2675642-32.2022.8.65.5499,2020-03-30,réplica,DRA. CAVALCANTE,prazo para recurso: 12 dias úteis a contar da intimação,,sim
